filename,n_heavy_atoms,n_atoms,n_electrons,xyz,xyz_oxidized,u0_b3lyp,u0_g4mp2,zpe_b3lyp,electronic_oxidized_b3lyp,electronic_oxidized_wB97Xd,electronic_oxidized_b3lyp_large,electronic_neutral_b3lyp,electronic_neutral_wB97Xd,electronic_neutral_b3lyp_large,u0_oxidized_b3lyp,u0_oxidized_g4mp2,zpe_oxidized_b3lyp,u0_b3lyp_large,u0_wB97Xd,u0_oxidized_b3lyp_large,u0_oxidized_wB97Xd
dsgdb9nsd_000476,6,14,48,"14
H8 C4 O2
C -0.041159 1.559824 0.007002
C 0.031091 0.049479 0.027113
C 1.331303 -0.683993 -0.264450
O 2.512874 0.035530 -0.443188
C 0.742146 -0.702204 1.127871
O 1.422062 0.088104 2.076068
H 0.915430 2.011179 0.274016
H -0.305749 1.913231 -0.994667
H -0.795676 1.930354 0.708221
H -0.864440 -0.451059 -0.333531
H 1.307271 -1.579452 -0.878300
H 2.713115 0.434281 0.415259
H 0.286569 -1.604321 1.531241
H 2.043956 -0.483865 2.539450","14

C 0.122906 -1.727201 -0.375423
C 0.049747 -0.628938 0.685459
C 1.007466 0.511787 0.568558
O 1.51824 0.930955 -0.553405
C -1.066308 0.35522 0.57227
O -1.537986 0.609221 -0.625832
H -0.002511 -1.344274 -1.392161
H 1.076622 -2.254444 -0.301498
H -0.681454 -2.446283 -0.207132
H 0.085942 -1.023081 1.70376
H 1.28157 1.121563 1.423957
H 1.34871 0.331559 -1.299416
H -1.46123 0.886052 1.433935
H -2.172548 1.342293 -0.632733
",-307.540766,-307.223224,0.118633,-307.386752,-307.3713781,-307.3960773,-307.659399,-307.6562937,-307.6770634,-307.268771,-306.9312976,0.117981,-307.5584304,-307.5376607,-307.2780963,-307.2533971
dsgdb9nsd_000477,6,12,48,"12
H6 C3 O3
O -0.137322 1.346586 -0.068061
C -0.019042 -0.045823 -0.060890
C -0.392616 -0.736117 1.236818
O -0.768512 0.125102 2.271297
C -1.333020 -0.795164 0.048363
O -2.478819 -0.004366 0.167432
H -0.126932 1.611885 0.865590
H 0.782666 -0.429638 -0.684325
H 0.145584 -1.620315 1.564284
H -1.722397 0.265090 2.158406
H -1.486925 -1.728066 -0.485294
H -2.225985 0.869405 -0.171230","12

O 1.71286 -0.505595 -0.668279
C 1.082471 -0.569136 0.463027
C -5e-06 0.422347 0.782391
O -4.5e-05 1.43083 -0.194499
C -1.082339 -0.569191 0.463007
O -1.712865 -0.50569 -0.668221
H 1.514488 0.34228 -1.1154
H 1.324413 -1.411293 1.10139
H 3.4e-05 0.768514 1.820472
H -0.000237 2.309048 0.204855
H -1.324317 -1.411282 1.10143
H -1.514743 0.342248 -1.115314
",-343.468335,-343.13892,0.096192,-343.284809,-343.2722069,-343.2976294,-343.564527,-343.5661614,-343.5858115,-343.190222,-342.8390036,0.094587,-343.4896195,-343.4699694,-343.2030424,-343.1776199
dsgdb9nsd_000478,6,16,46,"16
H10 C6
C -0.018716 1.550889 0.039357
C 0.051456 0.051323 0.013757
C -0.853893 -0.829094 0.831991
C 0.635442 -0.941340 1.028332
C 1.244266 -1.778475 -0.100812
C 0.643867 -0.775515 -1.140484
H 0.942673 2.002175 -0.233302
H -0.770739 1.926891 -0.665897
H -0.290274 1.918901 1.034561
H -1.389912 -0.323246 1.629684
H -1.410861 -1.643753 0.371572
H 1.096665 -0.744995 1.989724
H 2.336592 -1.771581 -0.105275
H 0.904121 -2.817974 -0.163300
H -0.074477 -1.176461 -1.864067
H 1.421893 -0.237481 -1.688808","16

C -1.978274 -0.265066 -0.344273
C -0.635689 -0.077901 0.222871
C -0.040185 1.245904 0.565428
C 0.893702 0.869976 -0.532452
C 1.595024 -0.430003 -0.257742
C 0.385165 -1.178386 0.398049
H -1.9969 -1.01559 -1.141392
H -2.597132 -0.682234 0.472067
H -2.447876 0.664486 -0.669176
H -0.670271 2.111256 0.378504
H 0.435526 1.277776 1.554176
H 0.903133 1.389318 -1.485742
H 1.950453 -0.915938 -1.165919
H 2.44864 -0.303737 0.420706
H 0.54128 -1.420304 1.45597
H 0.114687 -2.092175 -0.13048
",-234.474951,-234.178081,0.143756,-234.331492,-234.3074583,-234.3337351,-234.618707,-234.6035382,-234.6252149,-234.190265,-233.8762966,0.141227,-234.4814589,-234.4597822,-234.1925081,-234.1662313
dsgdb9nsd_000479,6,14,46,"14
H8 C5 O1
C 0.031133 1.504719 -0.014042
C 0.047397 0.014585 0.076114
C -0.887223 -0.859456 0.855366
C 0.612401 -0.994283 1.056667
C 1.208574 -1.662135 -0.173615
O 0.554913 -0.711466 -1.057038
H 1.025505 1.895700 -0.251036
H -0.658631 1.832134 -0.800422
H -0.302812 1.942735 0.930931
H -1.409338 -0.376294 1.675702
H -1.448034 -1.639661 0.346762
H 1.098480 -0.860152 2.013718
H 2.298256 -1.566995 -0.245746
H 0.914644 -2.697604 -0.385612","14

C 2.157307 -0.089229 1.6e-05
C 0.689804 0.001261 -2.9e-05
C -0.140687 1.242094 -1.5e-05
C -1.52713 0.690813 -1.4e-05
C -1.465415 -0.789369 8e-06
O 0.004448 -1.063402 -1.4e-05
H 2.499255 -1.123607 5.7e-05
H 2.547543 0.445127 -0.876019
H 2.547452 0.445162 0.876071
H 0.118762 1.866884 0.871942
H 0.118767 1.866971 -0.871903
H -2.439604 1.266498 0.000112
H -1.8555 -1.296591 0.890629
H -1.855534 -1.296642 -0.890568
",-270.392444,-270.081254,0.119588,-270.26918,-270.24425,-270.2734986,-270.512032,-270.4991407,-270.5233714,-270.152009,-269.8230045,0.117171,-270.4037834,-270.3795527,-270.1563276,-270.127079
dsgdb9nsd_000480,6,14,46,"14
H8 C5 O1
C -0.029656 1.565385 0.024834
C 0.031793 0.067030 0.018128
C -0.873198 -0.835239 0.839677
C 0.614419 -0.946370 0.978887
O 1.156428 -1.756073 -0.067665
C 0.700443 -0.792590 -1.055489
H 0.934093 2.006651 -0.253643
H -0.783488 1.938083 -0.679455
H -0.295931 1.943943 1.016841
H -1.384900 -0.331089 1.654686
H -1.427156 -1.650507 0.380880
H 1.178857 -0.860369 1.900904
H 0.061959 -1.248044 -1.822525
H 1.556846 -0.299841 -1.532376","14

C -2.217637 0.021762 -0.000205
C -0.73436 0.013134 -0.032424
C 0.161987 1.217747 0.006934
C 1.499171 0.603309 -0.003147
O 1.518512 -0.6498 -0.003389
C 0.118324 -1.205887 0.008128
H -2.633212 -0.944622 -0.296868
H -2.599301 0.24679 1.007567
H -2.624753 0.78857 -0.668704
H 0.064495 1.923314 -0.839093
H 0.067895 1.867193 0.900051
H 2.468008 1.104266 -0.007554
H 0.072532 -1.817043 0.918988
H 0.071334 -1.870462 -0.86299
",-270.388222,-270.077042,0.119607,-270.252532,-270.2274465,-270.256771,-270.507829,-270.4950755,-270.5191182,-270.13495,-269.8065661,0.117582,-270.3995112,-270.3754685,-270.139189,-270.1098645
dsgdb9nsd_000481,6,14,46,"14
H8 C5 O1
C 0.051422 1.546076 -0.005614
C -0.072029 0.064227 0.132459
C -1.339662 -0.808783 0.032544
C -0.647263 -1.847840 0.983092
C 0.576003 -0.922698 1.018183
O 1.011155 -0.753713 -0.338736
H 1.055800 1.873592 0.275876
H -0.129289 1.856285 -1.041371
H -0.677947 2.059178 0.629618
H -2.219916 -0.347579 0.487609
H -1.585686 -1.147476 -0.976754
H -1.152927 -1.936198 1.947702
H -0.460796 -2.844044 0.575221
H 1.325404 -0.801991 1.793166","14

C -2.176183 0.007109 -0.000374
C -0.709713 0.040853 0.000125
C 0.229323 1.200353 0.000711
C 1.632654 0.529903 -0.000771
C 1.289272 -0.914076 0.000113
O -0.045313 -1.087884 0.000241
H -2.552946 -1.015948 0.000544
H -2.560125 0.547014 0.875946
H -2.559349 0.544971 -0.878323
H 0.04477 1.836482 -0.873452
H 0.045699 1.834131 0.876847
H 2.234963 0.794292 -0.878523
H 2.237283 0.794993 0.875112
H 1.880095 -1.817713 0.00109
",-270.401391,-270.090212,0.119394,-270.273315,-270.2460797,-270.2769582,-270.520785,-270.5085366,-270.5321014,-270.155696,-269.8217055,0.117619,-270.4127074,-270.3891426,-270.1593392,-270.1284607
dsgdb9nsd_000482,6,14,46,"14
H8 C5 O1
O -0.056847 1.429086 0.041108
C -0.011128 0.045549 0.050895
C -0.289848 -0.780325 -1.172699
C -1.187508 -0.919438 0.040257
C -0.493354 -1.796649 1.089104
C 0.701141 -0.783190 1.127266
H 0.658859 1.752302 -0.517053
H -0.729500 -0.219535 -1.991634
H 0.366039 -1.594969 -1.475742
H -2.248587 -0.711373 -0.018251
H -1.028140 -1.848004 2.039715
H -0.252453 -2.814861 0.766541
H 1.698109 -1.164524 0.880574
H 0.749572 -0.247937 2.078195","14

O -2.034115 -0.206789 -0.046472
C -0.773055 -0.044546 0.011639
C -0.059097 1.2617 0.01208
C 1.380427 0.847738 0.04926
C 1.552229 -0.632248 -0.101057
C 0.129048 -1.209426 0.088121
H -2.546876 0.623057 -0.080132
H -0.360852 1.8404 -0.884424
H -0.397547 1.882825 0.862189
H 2.192373 1.55895 0.095125
H 1.9436 -0.901229 -1.093258
H 2.25989 -1.049983 0.622412
H -0.012771 -1.639808 1.094498
H -0.182206 -1.999211 -0.604893
",-270.397623,-270.091303,0.120085,-270.260218,-270.2400568,-270.2653525,-270.517708,-270.5101482,-270.5307267,-270.14243,-269.8161352,0.117788,-270.4106417,-270.3900632,-270.1475645,-270.1222688
dsgdb9nsd_000483,6,12,46,"12
H6 C4 O2
O -0.052037 1.442093 0.043799
C -0.014588 0.064085 0.027777
C -0.287836 -0.783405 -1.196821
C -1.136503 -0.939391 0.039949
O -0.476844 -1.772166 0.996201
C 0.600907 -0.802514 1.126594
H 0.616847 1.772125 -0.566042
H -0.769296 -0.234760 -2.001407
H 0.381644 -1.583422 -1.502920
H -2.215887 -0.859370 0.079796
H 1.588524 -1.246271 0.953810
H 0.568023 -0.317072 2.108414","12

O -2.055035 -0.132098 -0.000488
C -0.748716 0.000878 0.00027
C 0.06033 1.265609 0.000436
C 1.41005 0.634929 -0.00039
O 1.459876 -0.647362 -0.000205
C 0.117138 -1.201518 0.000371
H -2.526985 0.713417 -3.9e-05
H -0.094978 1.926399 -0.877283
H -0.094279 1.925781 0.878743
H 2.3708 1.143256 -0.001136
H 0.037259 -1.836046 0.891183
H 0.036644 -1.836513 -0.890046
",-306.309029,-305.988255,0.095993,-306.148296,-306.1254464,-306.1559324,-306.405022,-306.3995638,-306.4224542,-306.053914,-305.7093733,0.094382,-306.3264612,-306.3035708,-306.0615504,-306.0310644
dsgdb9nsd_000484,6,8,38,"8
H2 C6
C 0.071982 -5.138504 -0.027859
C 0.054333 -3.929407 -0.016625
C 0.035845 -2.576568 -0.007917
C 0.019790 -1.359207 -0.000821
C 0.002156 -0.006335 0.003492
C -0.013724 1.202836 0.006032
H 0.088614 -6.199759 -0.041976
H -0.027348 2.264223 0.005416","8

C -3.169437 0.004058 6e-06
C -1.943744 -0.001373 1e-05
C -0.621084 -0.00429 2e-05
C 0.621084 -0.004356 -2.8e-05
C 1.943743 -0.001065 -8e-06
C 3.169438 0.003934 1e-05
H -4.239979 0.009398 -6.8e-05
H 4.23998 0.009164 9e-06
",-229.615446,-229.300694,0.046718,-229.338477,-229.2757133,-229.3425947,-229.662164,-229.6138923,-229.6739282,-229.291342,-228.9485665,0.047135,-229.6272102,-229.5671743,-229.2954597,-229.2285783
dsgdb9nsd_000485,6,7,38,"7
H1 C5 N1
C 0.053545 -3.757089 -0.017702
C 0.036919 -2.549068 -0.011414
C 0.018307 -1.195987 -0.004500
C 0.001910 0.018501 0.002111
C -0.016837 1.378030 0.009161
N -0.032731 2.541118 0.015757
H 0.068924 -4.819690 -0.022344","7

C -3.138608 3.1e-05 -1.4e-05
C -1.908893 -1.7e-05 4.2e-05
C -0.587549 -1.2e-05 -2.1e-05
C 0.652438 -2.3e-05 -1e-06
C 1.990561 -8e-06 -3e-06
N 3.166325 1.7e-05 -6e-06
H -4.211968 5.3e-05 2.7e-05
",-245.711897,-245.394274,0.036829,-245.383711,-245.3238506,-245.3878317,-245.748726,-245.7026403,-245.7599277,-245.347703,-245.0019468,0.036008,-245.7230987,-245.6658113,-245.3518237,-245.2878426
dsgdb9nsd_000487,6,12,42,"12
H6 C6
C 0.008890 -1.216971 -0.004623
C -0.022904 -0.015536 0.001846
C -0.019638 1.441066 0.009132
C 1.419051 2.024098 0.000131
C 1.422290 3.480699 0.007381
C 1.390916 4.682146 0.013891
H 0.019557 -2.278692 -0.010179
H -0.564256 1.823613 -0.861496
H -0.549708 1.814792 0.892477
H 1.963670 1.641546 0.870758
H 1.949122 1.650368 -0.883214
H 1.380611 5.743867 0.020145","12

C 3.001731 -0.173965 -1e-06
C 1.848634 0.226282 -0.0
C 0.496933 0.664442 -1e-06
C -0.496933 -0.664443 -1e-06
C -1.848634 -0.226282 1e-06
C -3.001731 0.173965 2e-06
H 4.021686 -0.49316 9e-06
H 0.253272 1.234904 0.899318
H 0.253266 1.234928 -0.899302
H -0.253273 -1.234902 -0.899322
H -0.253264 -1.23493 0.899298
H -4.021686 0.493161 -4e-06
",-232.030352,-231.734092,0.093925,-231.788429,-231.7377783,-231.7934385,-232.124277,-232.0975952,-232.1379492,-231.696105,-231.3640402,0.092324,-232.0440242,-232.0036702,-231.7011145,-231.6454543
dsgdb9nsd_000488,6,11,42,"11
H5 C5 N1
C 0.013964 -1.209013 -0.004366
C -0.023127 -0.008274 0.002453
C -0.026790 1.447688 0.010458
C 1.415084 2.019607 -0.001083
C 1.424278 3.480206 0.007071
N 1.410267 4.635519 0.013267
H 0.027970 -2.270988 -0.010120
H -0.571994 1.830234 -0.859527
H -0.554102 1.820636 0.895503
H 1.965854 1.653072 0.870746
H 1.947906 1.662798 -0.887986","11

C 2.978203 -0.185142 0.000177
C 1.812824 0.216754 1.6e-05
C 0.467491 0.655836 -0.000166
C -0.530714 -0.658971 -0.000179
C -1.885497 -0.181643 2.9e-05
N -2.98279 0.208712 0.000206
H 3.999887 -0.510527 0.000307
H 0.231256 1.225572 0.904131
H 0.231502 1.225462 -0.904582
H -0.318552 -1.241119 -0.899436
H -0.318403 -1.241373 0.898879
",-248.137789,-247.8373,0.083685,-247.851007,-247.8080281,-247.8559021,-248.221474,-248.1967084,-248.2344039,-247.769765,-247.4410018,0.081242,-248.1507189,-248.1130234,-247.7746601,-247.7267861
dsgdb9nsd_000489,6,10,42,"10
H4 C4 N2
N 0.000134 -1.164233 -0.004066
C -0.021834 -0.009433 0.002133
C -0.022018 1.450852 0.009777
C 1.421643 2.014309 -0.000493
C 1.421372 3.474582 0.007450
N 1.399424 4.629380 0.013663
H -0.572008 1.815192 -0.863315
H -0.555859 1.805954 0.896596
H 1.971675 1.649889 0.872531
H 1.955461 1.659334 -0.887382","10

N -2.951205 0.23003 -1.2e-05
C -1.847251 -0.178174 2.2e-05
C -0.513947 -0.669779 2.4e-05
C 0.513954 0.669798 -1.1e-05
C 1.847257 0.178193 -1e-05
N 2.951191 -0.230068 -1.2e-05
H -0.288588 -1.233026 0.909634
H -0.288881 -1.233261 -0.909517
H 0.288592 1.233042 -0.909623
H 0.288889 1.233283 0.909528
",-264.243028,-263.938416,0.073373,-263.89828,-263.8530407,-263.9027616,-264.316401,-264.2935464,-264.3285579,-263.8285,-263.4880939,0.06978,-264.2551849,-264.2201734,-263.8329816,-263.7832607
dsgdb9nsd_000490,6,8,40,"8
H2 C5 O1
O -0.096189 -0.039453 0.002693
C -0.017052 1.167409 0.007788
C 1.224809 1.897060 0.000058
C 2.255678 2.537646 -0.006136
C 3.409536 3.251156 -0.013029
C 4.436168 3.887215 -0.018992
H -0.918712 1.811586 0.019185
H 5.340200 4.445503 -0.024252","8

O -2.403626 -0.752761 -0.0
C -2.042015 0.409691 -0.000154
C -0.615218 0.446955 -0.000679
C 0.592132 0.182474 0.000938
C 1.907015 -0.005925 0.000414
C 3.11722 -0.18607 -0.000427
H -2.702704 1.283406 0.000321
H 4.176911 -0.344068 -0.000867
",-266.777425,-266.453446,0.047327,-266.476017,-266.4213023,-266.4824174,-266.824752,-266.7881775,-266.8402204,-266.429294,-266.0775017,0.046723,-266.7928934,-266.7408505,-266.4356944,-266.3745793
dsgdb9nsd_000491,6,7,40,"7
H1 C4 N1 O1
O -0.071953 -0.037936 0.002851
C -0.021531 1.167002 0.007841
C 1.223254 1.910144 0.000167
C 2.252164 2.546817 -0.006028
C 3.413208 3.264012 -0.012988
N 4.399482 3.877227 -0.018782
H -0.928041 1.801175 0.018722","7

O -2.396073 -0.729083 4.4e-05
C -1.99812 0.42842 0.000661
C -0.579258 0.416622 -0.000486
C 0.621575 0.160103 -0.001273
C 1.957155 -0.026529 -0.000265
N 3.116028 -0.192706 0.000884
H -2.651718 1.30991 0.001639
",-282.871678,-282.545559,0.03702,-282.519456,-282.4669353,-282.5253924,-282.908698,-282.8745492,-282.9233814,-282.483888,-282.1314489,0.035568,-282.8863614,-282.8375292,-282.4898244,-282.4313673
dsgdb9nsd_000492,6,8,42,"8
H2 C4 O2
O -0.190803 0.155798 0.673895
C -0.014030 1.146047 0.007222
C 1.214124 1.909492 0.014455
C 2.227578 2.571293 0.010104
C 3.454433 3.336557 -0.011291
O 3.641290 4.321136 0.661039
H -0.790786 1.550367 -0.671178
H 4.219779 2.939734 -0.706868","8

O -2.55543 -0.673937 -0.246458
C -2.033366 0.31074 0.227697
C -0.603336 0.407119 0.070383
C 0.603378 0.407152 -0.070407
C 2.033432 0.310771 -0.227674
O 2.555331 -0.674013 0.24644
H -2.597585 1.084427 0.77211
H 2.597732 1.084476 -0.771958
",-303.940271,-303.606955,0.0471,-303.613612,-303.5625964,-303.6222445,-303.987371,-303.9624652,-304.0064054,-303.56845,-303.2125846,0.045162,-303.9593054,-303.9153652,-303.5770825,-303.5174344
dsgdb9nsd_000493,6,11,44,"11
H5 C4 N1 O1
N -0.029177 1.116102 -0.181766
C -0.277241 -0.092615 0.074048
O -0.456117 -0.967314 -0.942064
C -0.751170 -2.313374 -0.562612
C -2.096303 -2.480237 -0.019839
C -3.200826 -2.609620 0.434169
H 0.090415 1.637780 0.684027
H -0.367062 -0.548959 1.068705
H -0.634530 -2.897331 -1.479497
H -0.005043 -2.678548 0.156644
H -4.180139 -2.726325 0.829040","11

N -2.368438 -0.622785 -0.113811
C -1.12286 -0.323456 0.044509
O -0.69676 0.876071 0.00323
C 0.779249 1.144245 0.009592
C 1.565228 -0.062283 -0.001518
C 2.239056 -1.061733 -0.014939
H -2.940051 -1.25704 0.444111
H -0.382883 -1.147978 0.105903
H 0.926693 1.758855 -0.881888
H 0.932229 1.751212 0.904362
H 2.853118 -1.934771 -0.027508
",-285.242094,-284.925733,0.083043,-284.993367,-284.9610247,-285.0004477,-285.325137,-285.3062209,-285.3421388,-284.913245,-284.5772029,0.080122,-285.2590958,-285.2231779,-284.9203257,-284.8809027
dsgdb9nsd_000494,6,10,44,"10
H4 C3 N2 O1
N 0.071982 1.152560 -0.244452
C -0.177030 -0.038245 0.069770
O -0.590462 -0.904566 -0.895380
C -0.855927 -2.229418 -0.473701
C -2.107387 -2.347138 0.292385
N -3.082165 -2.439006 0.904831
H 0.376463 1.678968 0.571605
H -0.098237 -0.494617 1.065115
H -0.934486 -2.828028 -1.384247
H -0.032666 -2.636488 0.127871","10

N -2.373202 -0.499586 -0.10824
C -1.103305 -0.299149 0.02918
O -0.600697 0.87402 0.02675
C 0.866554 1.096149 -0.002586
C 1.596634 -0.158412 -0.005459
N 2.085873 -1.206489 -0.004858
H -3.016241 -1.072869 0.440754
H -0.447177 -1.190099 0.035476
H 1.042373 1.682211 -0.907656
H 1.078625 1.69959 0.882305
",-301.345683,-301.025124,0.07256,-301.06406,-301.0360242,-301.0708905,-301.418243,-301.401116,-301.4342096,-300.994413,-300.6576832,0.069647,-301.3616496,-301.328556,-301.0012435,-300.9663772
dsgdb9nsd_000495,6,12,44,"12
H6 C5 O1
O -0.523794 0.617027 0.751190
C 0.045588 1.033504 -0.222987
C 1.344779 1.808216 -0.203143
C 1.245236 3.113091 -1.027548
C 2.519805 3.811320 -1.123570
C 3.582461 4.368490 -1.187193
H -0.367647 0.860553 -1.245801
H 1.627635 2.010510 0.832246
H 2.119586 1.170723 -0.649987
H 0.877212 2.880479 -2.035708
H 0.496279 3.774387 -0.574223
H 4.515930 4.870552 -1.250860","12

O 2.745185 -0.386258 -0.254904
C 1.833628 0.207209 0.226485
C 0.396903 -0.367931 0.178182
C -0.618374 0.777176 -0.150003
C -1.911233 0.155561 -0.07329
C -2.975549 -0.434465 0.008815
H 1.97346 1.175287 0.750518
H 0.370239 -1.180186 -0.549222
H 0.221276 -0.776375 1.182843
H -0.52176 1.581896 0.588938
H -0.432444 1.185961 -1.147912
H -3.924497 -0.92182 0.072931
",-269.20692,-268.895955,0.093631,-268.965757,-268.9223162,-268.9725471,-269.300551,-269.281436,-269.3171538,-268.873535,-268.5307939,0.092222,-269.2235228,-269.187805,-268.8803251,-268.8300942
dsgdb9nsd_000496,6,11,44,"11
H5 C4 N1 O1
O -0.502992 0.617098 0.762420
C 0.049983 1.036492 -0.218075
C 1.352176 1.813080 -0.205821
C 1.240326 3.109297 -1.038696
C 2.521178 3.799420 -1.162740
N 3.542041 4.332673 -1.253067
H -0.372414 0.865291 -1.236615
H 1.635368 2.023756 0.827469
H 2.125708 1.171988 -0.648797
H 0.868796 2.883059 -2.045452
H 0.516919 3.793301 -0.581208","11

O 2.720467 -0.339456 -0.280924
C 1.808665 0.221289 0.239937
C 0.379138 -0.375618 0.199624
C -0.651434 0.736811 -0.159837
C -1.948586 0.09322 -0.072527
N -2.967604 -0.462477 0.015323
H 1.965578 1.173554 0.7911
H 0.36883 -1.214693 -0.497749
H 0.232052 -0.750275 1.224295
H -0.594188 1.569095 0.550505
H -0.489483 1.121093 -1.1712
",-285.313674,-284.998394,0.083388,-285.028909,-284.9951682,-285.0353263,-285.397062,-285.3797347,-285.4127841,-284.947897,-284.6126098,0.081012,-285.3293961,-285.2963467,-284.9543143,-284.9141562
dsgdb9nsd_000497,6,11,44,"11
H5 C4 N1 O1
O 0.055386 0.212881 -0.915724
C 0.048936 1.255875 -0.298051
N 1.121199 1.786887 0.349541
C 2.439815 1.166504 0.298233
C 3.486347 2.119734 -0.055153
C 4.343290 2.918826 -0.320014
H -0.850619 1.892370 -0.189456
H 1.030021 2.684974 0.796654
H 2.681172 0.692869 1.259482
H 2.367327 0.364171 -0.442974
H 5.106782 3.613791 -0.569241","11

O -2.120158 -0.75117 -0.288375
C -1.75836 0.424671 -0.183663
N -0.512568 0.742827 0.173898
C 0.387378 -0.347707 0.545167
C 1.714258 -0.15349 0.042791
C 2.843773 -0.004847 -0.379602
H -2.466699 1.245081 -0.365411
H -0.241342 1.710668 0.306177
H 0.386436 -0.511772 1.632711
H -0.090239 -1.261418 0.119043
H 3.838792 0.115252 -0.750971
",-285.276634,-284.95878,0.083614,-285.023397,-284.9835701,-285.0311757,-285.360248,-285.3436118,-285.3787129,-284.94186,-284.5945202,0.081537,-285.2950989,-285.2599978,-284.9496387,-284.9020331
dsgdb9nsd_000498,6,10,44,"10
H4 C3 N2 O1
O 0.077728 0.200481 -0.902183
C 0.044825 1.243921 -0.290746
N 1.115628 1.805536 0.345916
C 2.430669 1.197841 0.283526
C 3.431444 2.089895 -0.313763
N 4.218120 2.808980 -0.758851
H -0.868577 1.855432 -0.171360
H 1.008404 2.699257 0.798637
H 2.780595 0.893837 1.277272
H 2.323995 0.294682 -0.325413","10

O -2.215994 -0.655805 -0.3157
C -1.701858 0.47581 -0.117525
N -0.459113 0.658139 0.24155
C 0.452998 -0.480076 0.488771
C 1.775752 -0.165414 -0.020883
N 2.824812 0.110866 -0.426127
H -2.374636 1.33852 -0.249331
H -0.135592 1.604103 0.427572
H 0.49078 -0.704813 1.561122
H 0.026149 -1.356322 -0.023905
",-301.382062,-301.05978,0.073313,-301.086863,-301.0583128,-301.0938926,-301.455375,-301.4404227,-301.4726149,-301.015509,-300.6784181,0.071354,-301.3993019,-301.3671097,-301.0225386,-300.9869588
dsgdb9nsd_000499,6,10,44,"10
H4 C4 O2
O 0.191511 0.089576 -0.102418
C 0.329820 1.266603 -0.231385
O 0.610267 2.081097 0.809565
C 0.792563 3.474177 0.503542
C 2.145642 3.774201 0.054351
C 3.259608 4.016528 -0.322922
H 0.234129 1.809916 -1.191491
H 0.059081 3.793080 -0.248471
H 0.564302 4.003486 1.432095
H 4.246183 4.231592 -0.653482","10

O 2.23906 -0.767476 8e-06
C 1.098034 -0.355202 -4.9e-05
O 0.74914 0.881726 0.000105
C -0.701755 1.182314 -4.9e-05
C -1.491618 -0.032979 -3.3e-05
C -2.178152 -1.035799 4.3e-05
H 0.25872 -1.116466 -0.0003
H -0.86899 1.784845 0.896323
H -0.868883 1.784703 -0.896537
H -2.785505 -1.917091 0.000142
",-305.145002,-304.817609,0.070779,-304.858278,-304.8212221,-304.8654147,-305.215781,-305.1978906,-305.2340016,-304.789647,-304.4358404,0.068631,-305.1632226,-305.1271116,-304.7967837,-304.7525911
dsgdb9nsd_000500,6,9,44,"9
H3 C3 N1 O2
O 0.038481 0.058543 -0.008627
C 0.180279 1.224701 -0.188079
O 0.738272 2.036061 0.750998
C 0.879118 3.411929 0.414885
C 2.183885 3.694994 -0.196505
N 3.203995 3.925283 -0.685781
H -0.125073 1.771344 -1.100828
H 0.084319 3.741069 -0.266073
H 0.781882 3.974887 1.346110","9

O 2.294494 -0.596941 0.000126
C 1.0887 -0.317992 -5e-06
O 0.638354 0.870823 -0.000368
C -0.833767 1.123589 0.000119
C -1.554236 -0.135823 0.000464
N -2.004977 -1.205266 -0.000291
H 0.401959 -1.204275 0.000261
H -1.016708 1.715804 0.899461
H -1.017375 1.715626 -0.899208
",-321.247305,-320.915603,0.060309,-320.918926,-320.8897044,-320.9255998,-321.307614,-321.2913401,-321.3246178,-320.860644,-320.5125613,0.058282,-321.2643088,-321.2310311,-320.8673178,-320.8314224
dsgdb9nsd_000501,6,11,46,"11
H5 C3 N1 O2
N -0.064614 1.238399 -0.022603
C -0.116779 -0.017137 0.053926
O -0.842090 -0.716346 -0.849940
C -0.974647 -2.110200 -0.643390
C -2.294154 -2.450731 0.044042
O -2.594911 -3.568280 0.364482
H 0.535788 1.609985 0.710233
H 0.389483 -0.655371 0.792033
H -0.958216 -2.592860 -1.626408
H -0.145053 -2.525492 -0.056055
H -2.956401 -1.572691 0.212975","11

N -2.604594 -0.464096 -0.275329
C -1.585316 -0.119096 0.386081
O -0.618694 0.530914 -0.331997
C 0.595132 0.816822 0.225587
C 1.711049 -0.179409 -0.432869
O 2.541041 -0.64156 0.262345
H -3.314628 -0.918064 0.302926
H -1.356169 -0.240761 1.448307
H 0.940244 1.798083 -0.127028
H 0.650466 0.70824 1.311223
H 1.608288 -0.323557 -1.523703
",-322.42132,-322.08973,0.082446,-322.163214,-322.1321717,-322.1725379,-322.503766,-322.4924947,-322.5236562,-322.082893,-321.7254341,0.080321,-322.4412102,-322.4100487,-322.0922169,-322.0518507
